Occupant Number,Occupancy 1,Occupancy 2,Survey Time,INDOOR Ambient Temp.,INDOOR Relative Humidity,INDOOR Air Velocity,OUTDOOR Ambient Temp.,OUTDOOR Relative Humidity,OUTDOOR Air Velocity,Metabolic Rate (last 15 mins.),Metabolic Rate (last 1 hour),Clothing Level (+ Chair),Min. Accept. Sensation (right now),Max. Accept. Sensation (right now),Gender,Age,Office Type,Floor Number,Location on Floor Plan,Min. Accept. Sensation (summer),Min. Accept. Sensation (winter),Med. Accept. Sensation (summer),Med. Accept. Sensation (winter),Max. Accept. Sensation (summer),Max. Accept. Sensation (winter),Discomfort Location: HEAD,Discomfort Location: CHEST,Discomfort Location: BACK,Discomfort Location: PELVIS,Discomfort Location: ARMS ,Discomfort Location: HANDS,Discomfort Location: LEGS,Discomfort Location: FEET,Discomfort Location: ALL OVER,Thermal Sensation Movement (recently),"Relative ""Busyness"" (recently)",Relative Productivity (recently),General Satisfaction w/ Amount of Space,General Satisfaction w/ Privacy,General Thermal Comfort,General Satisfaction w/ Perceived Control,Fan/Heater Class,State of Fan/Heater,Current Thermostat COOLING Setpoint,Base Thermostat COOLING Setpoint,Current Thermostat HEATING Setpoint,Base Thermostat HEATING Setpoint,Clothing Change (recently),Clothing Change UP (recently),Clothing Change DOWN (recently),Net Clothing Change (recently),Drinking Beverage?,Action on WINDOW (recently),Action on DOOR (recently),Action on BLINDS (recently),Action on LOCAL FAN (recently),Action on LOCAL HEATER (recently),Action on THERMOSTAT (recently),CLOTHING availability,DRINKS availability,LOCAL HEATER availability,LOCAL FAN availability,THERMOSTAT availability,WINDOW availability,DOOR availability,BLINDS availability,CLOTHING effectiveness,DRINKS effectiveness,LOCAL HEATER effectiveness,LOCAL FAN effectiveness,THERMOSTAT effectiveness,WINDOW effectiveness,DOOR effectiveness,BLINDS effectiveness,Reported Discomfort to Management,Chooses set point that maximizes PRODUCTIVITY,Chooses set point that maximized COMFORT/PLEASURE,Wishes set point to stay at setting they choose,Chooses set point that is most agreeable to OTHERS,Chooses set point that is most ENERGY EFFICIENT,Chooses set point most in line with MGMT policies,Choooses set point most TYPICAL of office setting,comfort
13,1,1,2,23.17,55.63,0.03,28,51,4.02,1.1,1.27,0.86,-1,2,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,,,3,5,1,4,2,2,0,19.44,24.44,22.22,22.78,1,1,0,0.25,3,0,0,0,0,1,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,,,,,,,,,0
13,1,1,3,23.07,55.63,0.03,29,51,2.24,1.1,1.25,0.76,-1,1,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,,,3,5,1,4,2,2,1,19.44,24.44,22.22,22.78,0,0,0,0,2,0,0,0,0,0,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,,,,,,,,,0
13,1,1,1,22.98,55.63,0.03,24,89,2.24,1.1,1.6,0.56,-1,1,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,,,,5,1,4,2,2,0,19.44,24.44,22.22,22.78,99,99,99,0,99,0,0,0,0,0,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,,,,,,,,,1
13,1,1,2,22.93,55.63,0.03,26,70,3.13,1.1,1.25,0.84,-1,1,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,,,3,5,1,4,2,2,0,19.44,24.44,22.22,22.78,1,1,0,0.32,3,0,0,0,0,0,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,,,,,,,,,1
13,1,1,3,22.93,55.63,0.03,27,62,2.24,1.1,1.4,0.84,-1,1,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,,,3,5,1,4,2,2,1,19.44,24.44,22.22,22.78,0,0,0,0,3,0,0,0,0,1,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,,,,,,,,,0
13,1,1,1,23.37,55.63,0.03,28,66,2.24,1.1,1.55,0.45,-1,1,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,,,,5,1,4,2,2,255,19.44,24.44,22.22,22.78,99,99,99,0,99,0,0,0,0,1,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,,,,,,,,,0
13,1,1,2,23.37,55.63,0.03,31,52,3.13,1.1,1.25,0.75,-1,1,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,,,3,5,1,4,2,2,1,19.44,24.44,22.22,22.78,1,1,0,0.32,3,0,0,0,0,1,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,,,,,,,,,1
13,1,1,3,23.37,55.63,0.03,32,43,4.47,1.1,1.24,0.75,-1,1,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,,,3,5,1,4,2,2,1,19.44,24.44,22.22,22.78,0,0,0,0,2,0,0,0,0,1,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,,,,,,,,,1
13,0,0,1,23.47,55.63,0.03,28,74,2.68,1.1,1.6,0.39,-1,1,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,,,,5,1,4,2,2,0,19.44,24.44,22.22,22.78,99,99,99,0,99,0,0,0,0,0,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,,,,,,,,,1
13,1,1,2,23.97,55.63,0.03,32,56,1.34,1.1,1.25,0.69,-1,2,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,,,3,5,1,4,2,2,1,19.44,24.44,22.22,22.78,1,1,0,0.32,4,0,0,0,0,1,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,,,,,,,,,1
13,1,1,1,24.17,55.63,0.03,28,66,4.47,1.1,1.6,0.44,-1,1,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,,,,5,1,4,2,2,0,23.76,24.44,25.42,22.78,99,99,99,0,99,0,0,0,0,0,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,,,,,,,,,1
13,1,1,2,24.36,55.63,0.03,30,46,4.02,1.1,1.05,0.74,-1,1,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,,,3,5,1,4,2,2,0,23.76,24.44,25.42,22.78,1,1,0,0.32,2,0,0,0,0,1,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,,,,,,,,,0
13,1,1,3,23.77,55.63,0.03,32,38,5.81,1.1,1.37,0.44,-1,1,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,,,4,5,1,4,2,2,0,23.76,24.44,25.42,22.78,1,0,1,-0.32,99,0,0,0,0,1,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,,,,,,,,,1
13,1,1,1,23.17,55.63,0.03,26,51,3.13,1.1,1.6,0.44,-1,1,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,,,,5,1,4,2,2,0,23.76,24.44,25.42,22.78,99,99,99,0,99,0,0,0,0,0,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,,,,,,,,,1
13,1,1,2,23.57,55.63,0.03,28,48,1.34,1.1,1.1,0.79,-1,1,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,,,3,5,1,4,2,2,0,23.76,24.44,25.42,22.78,1,1,0,0.44,2,0,0,0,0,0,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,,,,,,,,,0
13,1,1,3,23.17,55.63,0.03,29,51,2.24,1.1,1.15,0.79,-1,1,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,,,3,5,1,4,2,2,0,23.76,24.44,25.42,22.78,0,0,0,0,99,0,0,0,0,0,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,,,,,,,,,0
13,1,1,1,23.57,55.63,0.03,27,79,2.68,1.1,1.6,0.57,-1,1,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,,,,5,1,4,2,2,0,23.76,24.44,25.42,22.78,99,99,99,0,2,0,0,0,0,0,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,,,,,,,,,1
13,1,1,1,23.97,55.63,0.03,30,55,2.24,1.1,1.37,0.57,-1,1,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,,,,5,1,4,2,2,1,23.76,24.44,25.42,22.78,99,99,99,0,99,0,0,0,0,1,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,,,,,,,,,0
13,1,1,2,23.97,55.63,0.03,31,43,2.68,1.1,1.05,0.57,-1,1,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,,,2,5,1,4,2,2,1,23.76,24.44,25.42,22.78,0,0,0,0,3,0,0,0,0,1,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,,,,,,,,,0
13,1,1,3,23.42,55.63,0.03,30,46,2.68,1.1,1.05,0.57,-1,1,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,,,3,5,1,4,2,2,0,23.76,24.44,25.42,22.78,0,0,0,0,2,0,0,0,0,1,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,,,,,,,,,1
13,1,1,1,23.92,55.63,0.03,28,70,1.34,1.1,1.48,0.48,-1,1,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,,,,5,1,4,2,2,0,23.76,24.44,25.42,22.78,99,99,99,0,99,0,0,0,0,0,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,,,,,,,,,1
13,1,1,2,24.36,55.63,0.03,31,55,3.58,1.1,1.1,0.48,-1,1,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,,,3,5,1,4,2,2,1,23.76,24.44,25.42,22.78,2,1,1,0,4,0,0,0,0,1,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,,,,,,,,,0
13,1,1,3,23.97,55.63,0.03,32,46,4.02,1.1,1.37,0.48,-1,1,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,,,3,5,1,4,2,2,0,23.76,24.44,25.42,22.78,0,0,0,0,2,0,0,0,0,1,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,,,,,,,,,1
13,1,1,1,23.47,55.63,0.03,26,89,3.58,1.1,1.6,0.39,-1,1,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,,,,5,1,4,2,2,0,23.76,24.44,25.42,22.78,99,99,99,0,99,0,0,0,0,0,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,,,,,,,,,1
13,1,1,2,23.12,55.63,0.03,26,74,1.34,1.1,1.05,0.74,-1,1,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,,,3,5,1,4,2,2,1,23.76,24.44,25.42,22.78,1,1,0,0.32,3,0,0,0,0,1,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,,,,,,,,,0
13,1,1,3,23.07,55.63,0.03,28,70,3.58,1.1,1.37,0.39,-1,1,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,,,4,5,1,4,2,2,0,23.76,24.44,25.42,22.78,1,1,0,0.32,2,0,0,0,0,1,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,,,,,,,,,1
13,1,1,1,24.27,55.63,0.03,24,83,7.6,1.38,1.73,0.38,-1,1,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,0,,,5,1,4,2,2,0,23.51,24.44,25.18,22.78,0,0,0,0,0,0,0,0,0,0,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,,,,,,,,,1
13,1,1,2,23.02,55.63,0.03,26,74,8.94,1.3,1.35,0.38,-1,2,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,0,3,,5,1,4,2,2,1,23.51,24.44,25.18,22.78,0,0,0,0,3,0,0,0,0,1,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,0,,,,,,,,1
13,1,1,3,23.87,55.63,0.03,25,78,10.73,1.47,1.3,0.38,-1,1,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,0,3,,5,1,4,2,2,0,23.51,24.44,25.18,22.78,0,0,0,0,2,0,0,0,0,3,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,,,,,,,,,1
13,1,1,1,23.52,55.63,0.03,18,56,4.47,1.6,1.93,0.59,-1,1,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,0,,,5,1,4,2,2,0,23.51,24.44,25.18,22.78,0,0,0,0,0,0,0,0,0,0,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,,,,,,,,,1
13,1,1,2,24.12,55.63,0.03,21,40,5.36,1.1,1.05,0.59,-1,2,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,-1,2,,5,1,4,2,2,0,23.51,24.44,25.18,22.78,0,0,0,0,0,0,0,0,0,0,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,0,,,,,,,,1
13,1,1,3,22.58,55.63,0.03,21,38,5.81,1.37,1.28,0.59,-1,2,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,-1,3,,5,1,4,2,2,0,23.51,24.44,25.18,22.78,1,1,0,0.32,0,0,0,0,0,3,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,0,,,,,,,,0
13,1,1,1,21.18,30.45,0.03,8,76,3.13,1.43,1.62,0.79,-1,2,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,-1,,,5,1,4,2,2,0,23.51,,25.18,,1,0,1,-0.25,3,0,0,0,0,0,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,0,,,,,,,,1
13,1,1,2,21.88,30.45,0.03,9,66,7.15,1.57,1.23,0.73,-1,2,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,-1,3,,5,1,4,2,2,1,23.51,,25.18,,1,1,0,0.08,3,0,0,0,0,1,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,0,,,,,,,,0
13,1,0,3,21.98,30.45,0.03,10,58,6.26,1,1,0.79,-1,2,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,0,4,,5,1,4,2,2,0,23.51,,25.18,,1,1,0,0.25,2,0,0,0,0,3,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,0,,,,,,,,1
13,1,1,1,21.23,30.45,0.03,9,66,5.36,1.85,1.83,0.91,-1,2,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,0,,,5,1,4,2,2,0,23.51,,25.18,,0,0,0,0,0,0,0,0,0,0,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,,,,,,,,,1
13,1,1,2,22.13,30.45,0.03,11,54,6.26,1.1,1.18,0.91,-1,2,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,1,2,,5,1,4,2,2,1,23.51,,25.18,,3,0,0,0,1,0,0,0,0,1,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,,,,,,,,,1
13,1,1,3,22.33,30.45,0.03,10,62,7.15,1.37,1.63,0.91,-1,2,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,1,3,,5,1,4,2,2,0,23.51,,25.18,,2,1,1,0,2,0,0,0,0,3,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,,,,,,,,,1
13,1,1,1,21.48,30.45,0.03,8,61,4.47,1.7,1.87,0.89,-1,2,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,1,,,5,1,4,2,2,0,23.51,,25.18,,1,0,1,-0.44,0,0,0,0,0,0,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,,,,,,,,,1
13,1,1,2,22.18,30.45,0.03,10,50,6.71,1.17,1.05,0.89,-1,2,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,-1,3,,5,1,4,2,2,1,23.51,,25.18,,1,1,0,0.08,3,0,0,0,0,1,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,0,,,,,,,,0
13,1,1,3,22.38,30.45,0.03,9,62,5.81,1.1,1.38,0.89,-1,2,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,1,4,,5,1,4,2,2,0,23.51,,25.18,,2,1,1,0,2,0,0,0,0,3,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,,,,,,,,,1
13,0,0,1,21.88,30.45,0.03,12,94,2.68,1.17,1.9,0.58,-1,2,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,0,,,5,1,4,2,2,0,23.51,24.44,25.18,22.78,1,0,1,-0.44,0,0,0,0,0,0,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,,,,,,,,,1
13,0,0,2,23.47,30.45,0.03,21,56,6.71,1.1,1.08,0.58,-1,2,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,0,2,,5,1,4,2,2,0,23.51,24.44,25.18,22.78,0,0,0,0,2,0,0,0,0,0,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,0,,,,,,,,1
13,0,0,3,22.73,30.45,0.03,20,60,4.02,1.27,1.68,0.66,-1,2,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,-1,4,,5,1,4,2,2,1,23.51,24.44,25.18,22.78,2,1,1,0.08,1,0,0,0,0,1,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,0,,,,,,,,0
13,0,0,1,21.98,30.45,0.03,8,76,6.26,1.57,1.66,1.08,-1,2,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,0,,,5,1,4,2,2,0,23.51,24.44,25.18,22.78,1,0,1,-0.44,0,0,0,0,0,0,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,,,,,,,,,1
13,0,0,2,22.28,30.45,0.03,7,81,5.36,1,1.03,1.08,-1,2,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,-1,3,,5,1,4,2,2,0,23.51,24.44,25.18,22.78,3,0,0,0,0,0,0,0,0,0,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,0,,,,,,,,0
13,0,0,3,22.58,30.45,0.03,9,57,4.47,1.23,1.2,0.54,-1,2,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,1,4,,5,1,4,2,2,0,23.51,24.44,25.18,22.78,1,0,1,-0.32,0,0,0,0,0,3,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,,,,,,,,,1
13,0,0,1,20.78,30.45,0.03,5,52,4.47,2,1.9,1.04,-1,2,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,0,,,5,1,4,2,2,0,23.51,24.44,25.18,22.78,1,0,1,-0.44,0,0,0,0,0,0,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,,,,,,,,,1
13,0,0,2,21.98,30.45,0.03,7.94,43,5.36,1.05,1.2,1.04,-1,2,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,0,3,,5,1,4,2,2,0,23.51,24.44,25.18,22.78,0,0,0,0,3,0,0,0,0,0,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,,,,,,,,,1
13,0,0,3,22.73,30.45,0.03,8,42,5.36,1.1,1.18,1.04,-1,2,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,2,4,,5,1,4,2,2,0,23.51,24.44,25.18,22.78,2,1,1,0,2,0,0,0,0,0,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,,,,,,,,,1
13,0,0,1,20.68,30.45,0.03,5,56,4.47,1.7,1.65,1.58,-1,2,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,1,,,5,1,4,2,2,0,23.51,24.44,25.18,22.78,1,0,1,-0.44,0,0,0,0,0,0,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,,,,,,,,,1
13,0,0,2,22.03,30.45,0.03,8,53,3.13,1.17,1.28,1.58,-1,2,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,2,3,,5,1,4,2,2,0,23.51,24.44,25.18,22.78,0,0,0,0,1,0,0,0,0,0,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,0,,,,,,,,1
13,0,0,3,22.58,30.45,0.03,8,49,2.68,1.33,1.63,1.58,-1,2,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,0,4,,5,1,4,2,2,0,23.51,24.44,25.18,22.78,2,1,1,0,2,0,0,0,0,0,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,,,,,,,,,1
13,0,0,1,20.78,30.45,0.03,4.94,59,2.68,1.33,1.54,1.05,-1,2,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,0,,,5,1,4,2,2,0,23.51,24.44,25.18,22.78,1,0,1,-0.44,0,0,0,0,0,0,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,,,,,,,,,1
13,0,0,2,21.73,30.45,0.03,8,42,3.58,1.3,1.4,1.05,-1,2,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,2,4,,5,1,4,2,2,0,23.51,24.44,25.18,22.78,0,0,0,0,3,0,0,0,0,0,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,0,,,,,,,,1
13,0,0,3,22.23,30.45,0.03,9,40,4.02,1.1,1.18,1.02,-1,2,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,0,4,,5,1,4,2,2,0,23.51,24.44,25.18,22.78,2,1,1,0,0,0,0,0,0,0,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,,,,,,,,,1
13,1,1,1,20.68,30.45,0.03,6,70,5.36,1,1.58,0.84,-1,2,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,0,,,5,1,4,2,2,0,23.51,,25.18,,1,0,1,-0.44,2,0,0,0,0,0,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,,,,,,,,,0
13,1,1,2,21.78,30.45,0.03,9,66,5.36,1.1,1.18,0.84,-1,2,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,2,2,,5,1,4,2,2,1,23.51,,25.18,,3,0,0,0,3,0,0,0,0,1,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,0,,,,,,,,0
13,1,1,3,22.33,30.45,0.03,11,62,3.13,1.1,1.25,0.76,-1,2,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,1,5,,5,1,4,2,2,0,23.51,,25.18,,2,1,1,0,0,0,0,0,0,3,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,,,,,,,,,1
13,0,0,1,21.38,30.45,0.03,6,76,2.24,1.67,1.65,1.03,-1,2,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,0,,,5,1,4,2,2,0,23.51,,25.18,,1,0,1,-0.44,0,0,0,0,0,0,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,,,,,,,,,1
13,1,1,2,22.68,30.45,0.03,10,54,3.13,1.1,1.28,1.03,-1,2,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,2,3,,5,1,4,2,2,0,23.51,,25.18,,0,0,0,0,0,0,0,0,0,0,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,0,,,,,,,,0
13,1,1,3,23.07,30.45,0.03,11,47,1.34,1.5,1.6,1.03,-1,2,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,0,4,,5,1,4,2,2,0,23.51,,25.18,,2,1,1,0,0,0,0,0,0,0,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,,,,,,,,,1
13,1,1,1,21.33,22.36,0.03,4,81,2.24,1.25,1.77,1.03,-1,1,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,0,,,5,1,4,2,2,0,23.51,,25.18,,0,0,0,0,3,0,0,0,0,0,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,0,,,,,,,,1
13,1,1,2,22.18,22.36,0.03,9,62,2.68,1.05,1.18,1.03,-1,2,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,0,2,3,5,1,4,2,2,0,23.51,,25.18,,0,0,0,0,2,0,0,0,0,0,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,0,,,,,,,,1
13,1,1,3,22.78,22.36,0.03,10,66,6.71,1.1,1.28,1.03,-1,2,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,1,3,3,5,1,4,2,2,0,23.51,,25.18,,2,1,1,0,2,0,0,0,0,0,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,0,,,,,,,,1
13,1,1,1,21.58,22.36,0.03,6,49,3.58,1.27,1.87,0.71,-1,2,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,0,,,5,1,4,2,2,0,23.51,,25.18,,1,0,1,-0.44,3,0,0,0,0,0,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,,,,,,,,,1
13,1,1,2,22.73,22.36,0.03,8,42,4.47,1,1,1.15,-1,2,2,51,3,4,1,1,0,6,5,1,0,,2,,,,6,,,,-1,3,3,5,1,4,2,2,0,23.51,,25.18,,1,1,0,0.25,3,0,0,0,0,0,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,0,,,,,,,,0
13,1,1,3,22.98,22.36,0.03,10,37,2.24,1,1.75,1.15,-1,2,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,1,2,3,5,1,4,2,2,0,23.51,,25.18,,2,1,1,-0.37,2,0,0,0,0,0,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,0,,,,,,,,1
13,1,1,1,21.38,22.36,0.03,1,86,5.36,1.03,1.85,1.03,-1,2,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,1,,,5,1,4,2,2,0,23.51,24.44,25.18,22.78,1,0,1,-0.44,3,0,0,0,0,0,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,0,,,,,,,,1
13,1,1,2,22.18,22.36,0.03,1,86,5.81,1.5,1.15,1.03,-1,2,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,2,3,2,5,1,4,2,2,1,23.51,24.44,25.18,22.78,3,0,0,0,3,0,0,0,0,1,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,0,,,,,,,,1
13,1,1,3,21.73,22.36,0.03,2,93,5.81,1.1,1.08,0.89,0,2,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,1,2,2,5,1,4,2,2,0,23.51,24.44,25.18,22.78,2,1,1,0,2,0,0,0,0,3,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,0,,,,,,,,1
13,1,1,1,21.93,22.36,0.03,4,93,2.68,1.67,1.9,1.04,0,2,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,0,,,5,1,4,2,2,0,23.51,24.44,25.18,22.78,1,0,1,-0.44,0,0,0,0,0,0,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,,,,,,,,,1
13,1,1,2,22.78,22.36,0.03,8,76,2.24,1.07,1.05,1.04,0,2,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,0,3,3,5,1,4,2,2,0,23.51,24.44,25.18,22.78,0,0,0,0,2,0,0,0,0,0,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,0,,,,,,,,1
13,1,1,3,23.12,22.36,0.03,12,71,1.34,1.5,1.3,1.18,0,2,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,2,3,3,5,1,4,2,2,0,23.51,24.44,25.18,22.78,2,1,1,0,2,0,0,0,0,0,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,0,,,,,,,,1
13,1,1,1,22.58,22.36,0.03,12,94,2.68,1.67,1.9,0.76,0,2,2,51,3,4,1,1,0,6,5,1,0,,,,,,,,,,0,,,5,1,4,2,2,0,23.51,24.44,25.18,22.78,1,0,1,-0.44,0,0,0,0,0,0,0,4,4,4,2,1,2,2,3,3,3,4,0,0,0,0,4,,,,,,,,,1
